کد بررسی,دمای هوای اطراف ماشین (کلوین),دمای فرآیند (کلوین),سرعت چرخش اجزای ماشین (دور در دقیقه),گشتاور ماشین (نیوتون متر),مدت زمان سایش ابزار (دقیقه),وضعیت خرابی,نوع خرابی
539,297.4,309.3,1499,36.8,88,0,No Failure
540,297.4,309.3,1775,25.8,91,0,No Failure
541,297.4,309.4,1473,45.5,94,0,No Failure
542,297.4,309.4,1296,52.3,96,0,No Failure
543,297.5,309.4,1803,24.7,98,0,No Failure
544,297.5,309.3,1563,36.1,100,0,No Failure
545,297.5,309.4,1831,26.6,105,0,No Failure
546,297.6,309.4,1958,22.1,108,0,No Failure
547,297.5,309.4,1809,24.3,110,0,No Failure
548,297.5,309.4,1482,39.3,112,0,No Failure
549,297.4,309.3,1332,53.2,115,0,No Failure
550,297.4,309.2,1437,40.4,117,0,No Failure
551,297.4,309.2,1698,29.4,119,0,No Failure
552,297.4,309.2,1274,54.3,121,0,No Failure
553,297.4,309.3,1622,35,123,0,No Failure
554,297.4,309.3,1564,36,126,0,No Failure
555,297.5,309.4,1368,45.3,129,0,No Failure
556,297.4,309.4,1539,42.2,134,0,No Failure
557,297.5,309.4,1357,50.1,137,0,No Failure
558,297.5,309.4,1433,48.3,139,0,No Failure
559,297.5,309.4,1650,34.6,142,0,No Failure
560,297.5,309.4,1503,40.6,144,0,No Failure
561,297.5,309.4,1318,58.2,146,0,No Failure
562,297.5,309.4,1678,34.4,148,0,No Failure
563,297.6,309.5,1574,30.9,151,0,No Failure
564,297.7,309.6,1529,35.2,153,0,No Failure
565,297.6,309.6,1669,32.1,155,0,No Failure
566,297.7,309.7,1570,35.8,160,0,No Failure
567,297.6,309.7,1541,33.7,165,0,No Failure
568,297.7,309.7,1680,30.2,168,0,No Failure
569,297.8,309.7,1935,22.1,171,0,No Failure
570,297.7,309.6,1596,35.2,173,0,No Failure
571,297.7,309.7,1498,41,176,0,No Failure
572,297.8,309.8,1676,29,178,0,No Failure
573,297.8,309.9,1351,49,181,0,No Failure
574,297.9,309.9,1472,45,183,0,No Failure
575,297.9,310,1439,41.7,185,0,No Failure
576,297.9,309.9,1410,55.4,188,0,No Failure
577,297.7,309.7,1440,51.1,191,0,No Failure
578,297.7,309.7,1591,37.7,196,0,No Failure
579,297.8,309.8,1533,36.8,198,0,No Failure
580,297.8,309.7,1700,31.3,200,0,No Failure
581,297.8,309.8,1798,25.5,203,0,No Failure
582,297.8,309.7,1394,42.9,206,0,No Failure
583,297.8,309.7,1341,49.2,208,0,No Failure
584,297.7,309.6,1697,32.2,210,0,No Failure
585,297.6,309.6,1419,48.2,215,0,No Failure
586,297.6,309.5,2001,20.5,220,0,No Failure
587,297.6,309.6,1501,49.8,222,1,Overstrain Failure
588,297.6,309.5,1623,33.1,224,0,No Failure
589,297.6,309.4,1628,33.4,229,0,No Failure
590,297.6,309.4,1491,40.2,231,0,No Failure
591,297.5,309.4,1517,36.7,233,0,No Failure
592,297.5,309.3,1525,41.7,235,0,No Failure
593,297.5,309.5,1668,27.9,240,0,No Failure
594,297.5,309.6,1312,50.7,0,0,No Failure
595,297.6,309.6,1278,50.4,2,0,No Failure
596,297.6,309.6,1330,53.1,7,0,No Failure
597,297.6,309.6,1530,37.3,10,0,No Failure
598,297.6,309.6,1428,46.6,13,0,No Failure
599,297.7,309.6,1480,47.9,18,0,No Failure
600,297.7,309.7,1616,31.1,20,0,No Failure
601,297.8,309.7,1547,37.3,25,0,No Failure
602,297.9,309.7,2194,16.8,27,0,No Failure
603,297.9,309.8,2000,21.3,29,0,No Failure
604,297.9,309.8,1336,71.6,31,1,Power Failure
605,297.9,309.9,1542,33.8,33,0,No Failure
606,297.9,309.8,1693,29.9,35,0,No Failure
607,297.9,309.8,1461,50.5,38,0,No Failure
608,298,309.9,1565,33.9,40,0,No Failure
609,298,309.9,1403,47.7,43,0,No Failure
610,298.1,309.9,1629,32.5,45,0,No Failure
611,298.1,310,1534,33.7,47,0,No Failure
612,298.1,310,1553,40.9,49,0,No Failure
613,298.1,309.9,1563,32.8,51,0,No Failure
614,298.1,309.9,1634,30,53,0,No Failure
615,298,309.9,1445,45.2,55,0,No Failure
616,298.1,309.9,1642,30.4,58,0,No Failure
617,298.1,309.9,1686,29.1,60,0,No Failure
618,298.1,310,1393,43.1,65,0,No Failure
619,298.2,310,1433,44.2,68,0,No Failure
620,298.3,310,1507,44.7,73,0,No Failure
621,298.3,310.1,1389,49.6,75,0,No Failure
622,298.3,310.1,1408,45.3,78,0,No Failure
623,298.4,310.2,1725,32,80,0,No Failure
624,298.4,310.1,1926,23.7,83,0,No Failure
625,298.3,310.1,1509,37.6,85,0,No Failure
626,298.3,310.1,1545,36.3,90,0,No Failure
627,298.4,310.1,1533,35.2,92,0,No Failure
628,298.4,310.1,1455,42.2,94,0,No Failure
629,298.4,310.1,1335,57.8,96,0,No Failure
630,298.3,310.1,1523,45.9,99,0,No Failure
631,298.3,310,1460,47.6,101,0,No Failure
632,298.4,310,1554,37.3,103,0,No Failure
633,298.3,310,1419,47.1,105,0,No Failure
634,298.3,310,1442,43.9,110,0,No Failure
635,298.3,309.9,1507,41.6,112,0,No Failure
636,298.3,310,1858,23.9,114,0,No Failure
637,298.3,309.9,1463,43.9,116,0,No Failure
638,298.2,309.7,1585,37.4,118,0,No Failure
639,298,309.6,1536,37.3,120,0,No Failure
640,298,309.6,1403,51.3,122,0,No Failure
641,297.9,309.6,1515,38.8,124,0,No Failure
642,297.9,309.5,1390,47.9,127,0,No Failure
643,297.8,309.4,1226,58.7,129,0,No Failure
644,297.8,309.4,1495,36.5,132,0,No Failure
645,297.7,309.4,1608,30.2,135,0,No Failure
646,297.7,309.4,1392,44.1,140,0,No Failure
647,297.7,309.4,1461,43.7,142,0,No Failure
648,297.7,309.3,1559,36.9,145,0,No Failure
649,297.7,309.3,1400,48.9,147,0,No Failure
650,297.7,309.2,1732,28.8,152,0,No Failure
651,297.6,309.2,1611,33.1,155,0,No Failure
652,297.6,309.1,1503,38.9,157,0,No Failure
653,297.7,309.2,1391,44.5,159,0,No Failure
654,297.8,309.3,2015,20.1,161,0,No Failure
655,297.8,309.2,1683,30.9,163,0,No Failure
656,297.7,309.1,1435,38.8,165,0,No Failure
657,297.7,309.1,1732,28.1,167,0,No Failure
658,297.7,309.2,1365,58.6,170,0,No Failure
659,297.7,309.1,1562,36.8,172,0,No Failure
660,297.6,309.1,1449,49.1,174,0,No Failure
661,297.7,309.2,1700,27.4,176,0,No Failure
662,297.6,309,1427,45.6,179,0,No Failure
663,297.6,308.9,1479,38.1,182,0,No Failure
664,297.5,308.9,1469,44,185,0,No Failure
665,297.5,308.9,1390,47.4,187,0,No Failure
666,297.5,308.9,1729,28.1,189,0,No Failure
667,297.5,309,1470,43.5,191,0,No Failure
668,297.5,308.9,1459,48.5,193,0,No Failure
669,297.5,308.9,1738,24,195,0,No Failure
670,297.5,308.9,1471,37.7,197,0,No Failure
671,297.6,309,1822,25.4,202,0,No Failure
672,297.5,308.9,1554,34.8,204,0,No Failure
673,297.6,308.9,1433,43.2,206,0,No Failure
674,297.6,308.9,1449,47.7,209,0,No Failure
675,297.8,309,1456,41.2,0,0,No Failure
676,297.8,309.1,1424,45.5,2,0,No Failure
677,297.9,309.2,1577,34.7,5,0,No Failure
678,297.9,309.2,1478,39.7,10,0,No Failure
679,297.8,309.2,1295,61.2,12,0,No Failure
680,297.8,309.2,1372,47.3,15,0,No Failure
681,297.8,309.1,1432,42.6,17,0,No Failure
682,297.7,309,1656,33.2,20,0,No Failure
683,297.8,309,1410,48.8,23,0,No Failure
684,297.7,309,1874,24.4,28,0,No Failure
685,297.7,309,1538,43.2,30,0,No Failure
686,297.7,309,1636,29.7,32,0,No Failure
687,297.7,309,1504,40.4,35,0,No Failure
688,297.7,309,1531,42.4,38,0,No Failure
689,297.6,309,1735,26.4,41,0,No Failure
690,297.6,309,1354,55.6,46,0,No Failure
691,297.6,309,1413,40.2,51,0,No Failure
692,297.7,309.1,1563,39.3,56,0,No Failure
693,297.7,309.1,1479,42.1,58,0,No Failure
694,297.7,309.1,1477,38.3,60,0,No Failure
695,297.6,309.1,1394,50,62,0,No Failure
696,297.6,309,1487,45.4,64,0,No Failure
697,297.6,309,1815,25.3,66,0,No Failure
698,297.6,308.8,1453,39.7,69,0,No Failure
699,297.6,308.8,1539,40.2,72,0,No Failure
700,297.5,308.7,1416,39.2,74,0,No Failure
701,297.6,308.8,1683,31.6,79,0,No Failure
702,297.7,308.8,1515,40.1,82,0,No Failure
703,297.7,308.9,1531,48.3,84,0,No Failure
704,297.7,308.9,1479,40.9,87,0,No Failure
705,297.7,308.9,1516,33.7,92,0,No Failure
706,297.7,309,1507,38.2,94,0,No Failure
707,297.8,309,1434,43.3,96,0,No Failure
708,297.7,308.9,1838,27.3,99,0,No Failure
709,297.6,308.8,1416,45.9,101,0,No Failure
710,297.6,308.8,1357,49.7,104,0,No Failure
711,297.5,308.7,1697,28.1,107,0,No Failure
712,297.5,308.7,1443,46.2,110,0,No Failure
713,297.5,308.7,1453,37.6,112,0,No Failure
714,297.4,308.6,1439,46.4,114,0,No Failure
715,297.4,308.6,1609,36.2,116,0,No Failure
716,297.4,308.6,1324,59.1,118,0,No Failure
717,297.4,308.6,1420,45.8,120,0,No Failure
718,297.4,308.7,1545,36.9,125,0,No Failure
719,297.5,308.8,1477,39,127,0,No Failure
720,297.4,308.8,1447,58.1,129,0,No Failure
721,297.4,308.9,1809,23.8,131,0,No Failure
722,297.5,308.9,1696,30.9,133,0,No Failure
723,297.5,308.9,1427,44.7,135,0,No Failure
724,297.4,308.9,1500,46.3,137,0,No Failure
725,297.5,308.9,1390,44.6,140,0,No Failure
726,297.4,308.8,1640,34.2,142,0,No Failure
727,297.4,308.8,1628,37.4,144,0,No Failure
728,297.3,308.6,1499,37.6,147,0,No Failure
729,297.4,308.7,1425,50.3,152,0,No Failure
730,297.3,308.6,1586,37.7,155,0,No Failure
731,297.3,308.6,1471,50.7,157,0,No Failure
732,297.3,308.6,1431,53,160,0,No Failure
733,297.2,308.6,1924,22.1,163,0,No Failure
734,297.1,308.4,1421,42,165,0,No Failure
735,297,308.4,1305,54.6,168,0,No Failure
736,296.9,308.4,1557,32.4,173,0,No Failure
737,296.9,308.3,1555,38.2,175,0,No Failure
738,296.9,308.3,1474,39.2,177,0,No Failure
739,296.8,308.3,1506,45.9,182,0,No Failure
740,296.9,308.4,1390,41.8,184,0,No Failure
741,296.9,308.4,1450,46.9,186,0,No Failure
742,296.9,308.3,1513,38.8,189,0,No Failure
743,296.8,308.2,1643,34.7,191,0,No Failure
744,296.8,308.2,1361,53.8,193,0,No Failure
745,296.7,308.1,1450,40.9,195,0,No Failure
746,296.7,308,1451,50.7,197,0,No Failure
747,296.8,308.1,1289,62,199,1,Overstrain Failure
748,296.8,308.1,1356,48.3,201,0,No Failure
749,296.7,308.1,1528,46.3,203,0,No Failure
750,296.6,308,1978,22.3,208,0,No Failure
751,296.7,308,1535,36.8,210,0,No Failure
752,296.8,308.1,1843,24.2,212,0,No Failure
753,296.9,308.1,1422,48.7,215,0,No Failure
754,296.8,308,1536,40.4,217,0,No Failure
755,296.9,308.1,1483,44.3,219,0,No Failure
756,296.8,308.1,1492,43.7,222,0,No Failure
757,296.8,308,1584,40.4,227,0,No Failure
758,296.9,308.1,1555,33.7,229,0,No Failure
759,296.8,308,1497,41.7,231,0,No Failure
760,296.7,307.8,1537,36.3,233,0,No Failure
761,296.7,307.8,1505,39.4,236,0,No Failure
762,296.7,307.8,1646,34.6,238,0,No Failure
763,296.7,307.8,1286,60.5,0,0,No Failure
764,296.7,307.8,1400,47.5,3,0,No Failure
765,296.8,307.9,1337,56.5,5,0,No Failure
766,296.9,308,1332,53.9,7,0,No Failure
767,296.8,308,1561,38.3,9,0,No Failure
768,296.9,308,1546,31.1,11,0,No Failure
769,296.9,308,1713,29.3,13,0,No Failure
770,296.9,308,1343,44.5,15,0,No Failure
771,296.8,308,1391,54.4,17,0,No Failure
772,296.8,308,1311,58.6,19,0,No Failure
773,296.8,308,1453,51,24,0,No Failure
774,296.8,308,1510,39.4,29,0,No Failure
775,296.8,307.9,1448,48.8,31,0,No Failure
776,296.7,307.8,1453,46,33,0,No Failure
777,296.7,307.8,1468,39.2,35,0,No Failure
778,296.7,307.8,1382,47.5,37,0,No Failure
779,296.7,308,1580,32.2,39,0,No Failure
780,296.8,308,1666,29.8,41,0,No Failure
781,296.9,308,1409,50.7,43,0,No Failure
782,296.8,308,1675,29.7,46,0,No Failure
783,296.8,307.9,1698,30.8,48,0,No Failure
784,296.7,307.9,1579,33.4,50,0,No Failure
785,296.7,307.9,1743,27.9,55,0,No Failure
786,296.9,308,1497,44.8,57,0,No Failure
787,296.9,308.1,1741,28.8,60,0,No Failure
788,296.9,308.1,1435,45.3,62,0,No Failure
789,296.9,308.1,1440,46.3,64,0,No Failure
790,296.9,308,1641,33.3,67,0,No Failure
791,296.8,307.9,1420,45.4,70,0,No Failure
792,296.8,307.9,1611,35.4,72,0,No Failure
793,296.8,307.8,1373,42.9,74,0,No Failure
794,296.8,307.9,1683,31.8,76,0,No Failure
795,296.9,307.9,1547,32.6,79,0,No Failure
796,296.9,307.8,1605,37,84,0,No Failure
797,296.9,307.9,2010,18.9,86,0,No Failure
798,296.8,307.7,1565,40.1,89,0,No Failure
799,296.9,307.8,1828,24.6,91,0,No Failure
800,297,307.8,1579,34.1,94,0,No Failure
801,297,307.9,1882,24.2,97,0,No Failure
802,296.9,307.8,1285,52.1,100,0,No Failure
803,296.9,307.8,1571,35,102,0,No Failure
804,296.9,307.8,1549,37.8,104,0,No Failure
805,296.9,307.8,1544,37.6,109,0,No Failure
806,297,307.9,1412,47.4,112,0,No Failure
807,297,307.9,1422,53,115,0,No Failure
808,297,307.7,1867,22.8,118,0,No Failure
809,296.9,307.7,1424,43.3,120,0,No Failure
810,296.9,307.6,1452,45.7,122,0,No Failure
811,296.9,307.7,1550,39.7,124,0,No Failure
812,296.8,307.6,1588,37.6,126,0,No Failure
813,296.8,307.6,1338,44.4,128,0,No Failure
814,296.8,307.6,1513,40,130,0,No Failure
815,296.8,307.5,1470,45.9,132,0,No Failure
816,296.8,307.5,1516,36.7,135,0,No Failure
817,296.8,307.6,1434,48.3,138,0,No Failure
818,296.8,307.6,1368,52,140,0,No Failure
819,296.8,307.6,1304,48.7,142,0,No Failure
820,296.8,307.6,1398,46.7,144,0,No Failure
821,296.7,307.6,1516,37.4,146,0,No Failure
822,296.7,307.6,1474,41.7,148,0,No Failure
823,296.7,307.6,1547,34.7,150,0,No Failure
824,296.6,307.5,1482,39.9,153,0,No Failure
825,296.6,307.4,1436,42.8,156,0,No Failure
826,296.6,307.3,1474,40,158,0,No Failure
827,296.5,307.2,1481,38.2,160,0,No Failure
828,296.5,307.3,1501,42.1,162,0,No Failure
829,296.5,307.3,1566,37.2,164,0,No Failure
830,296.5,307.3,1579,34.5,166,0,No Failure
831,296.6,307.4,1631,35,168,0,No Failure
832,296.6,307.4,1544,42.3,170,0,No Failure
833,296.6,307.4,1521,38.6,173,0,No Failure
834,296.6,307.4,1616,28,175,0,No Failure
835,296.6,307.4,1333,50.2,177,0,No Failure
836,296.7,307.4,1533,32.5,182,0,No Failure
837,296.6,307.4,1368,45.1,185,0,No Failure
838,296.6,307.4,1465,47.8,187,0,No Failure
839,296.6,307.4,1406,41.5,189,0,No Failure
840,296.5,307.4,1565,43.5,194,0,No Failure
841,296.6,307.5,1582,37.9,197,0,No Failure
842,296.6,307.5,1439,45.5,199,0,No Failure
843,296.6,307.5,1566,35,201,0,No Failure
844,296.6,307.5,1485,42.7,204,0,No Failure
845,296.5,307.5,1566,35.1,206,0,No Failure
846,296.3,307.3,1439,41.5,208,0,No Failure
847,296.4,307.4,1416,50,210,0,No Failure
848,296.4,307.4,2833,5.6,213,1,Power Failure
849,296.3,307.4,1465,47.1,215,0,No Failure
850,296.4,307.4,1586,35.5,0,0,No Failure
851,296.3,307.3,1567,31.4,5,0,No Failure
852,296.2,307.2,1389,48.6,7,0,No Failure
853,296.3,307.3,1368,49.5,10,0,No Failure
854,296.3,307.3,1444,49,13,0,No Failure
855,296.3,307.3,1498,41.6,15,0,No Failure
856,296.1,307.2,1615,30.8,18,0,No Failure
857,296.1,307.1,1898,22.7,20,0,No Failure
858,296.1,307.1,1350,53.3,22,0,No Failure
859,296.2,307,1516,37.6,25,0,No Failure
860,296.2,307,1542,40.6,28,0,No Failure
861,296.1,306.9,1541,32.6,33,0,No Failure
862,296.1,306.9,1951,23.3,38,0,No Failure
863,296.1,306.8,1645,31,41,0,No Failure
864,296,306.7,1416,44.2,46,0,No Failure
865,296,306.7,2044,22.3,48,0,No Failure
866,295.9,306.6,1414,50.2,51,0,No Failure
867,295.9,306.6,1678,26.7,53,0,No Failure
868,295.9,306.5,1594,33.2,55,0,No Failure
869,295.8,306.5,1514,37.7,60,0,No Failure
870,295.8,306.5,1358,49.2,63,0,No Failure
871,295.8,306.4,1325,56.2,65,0,No Failure
872,295.8,306.4,1339,53.2,67,0,No Failure
873,295.8,306.4,1335,51.7,69,0,No Failure
874,295.9,306.4,1892,21.7,72,0,No Failure
875,295.9,306.4,1575,28.5,74,0,No Failure
876,295.8,306.3,1444,45.5,76,0,No Failure
877,295.7,306.3,1915,22.4,79,0,No Failure
878,295.6,306.2,1584,33.6,81,0,No Failure
879,295.7,306.3,1685,34.9,84,0,No Failure
880,295.8,306.3,1337,54.6,87,0,No Failure
881,295.8,306.3,1235,76.2,89,1,Power Failure
882,295.7,306.2,1464,46.2,92,0,No Failure
883,295.7,306.2,1739,25.9,94,0,No Failure
884,295.7,306.3,1490,34.3,97,0,No Failure
885,295.8,306.4,1356,48,99,0,No Failure
886,295.7,306.2,1397,52,101,0,No Failure
887,295.7,306.2,1458,40.6,103,0,No Failure
888,295.7,306.2,2161,16.5,105,0,No Failure
889,295.6,306.1,1651,28.1,110,0,No Failure
890,295.6,306.1,1389,46.2,113,0,No Failure
891,295.6,306,1370,52.4,115,0,No Failure
892,295.7,306.1,1408,47.9,117,0,No Failure
893,295.7,306.1,1343,54.4,119,0,No Failure
894,295.7,306.2,1423,42.5,121,0,No Failure
895,295.6,306.2,1426,48.6,124,0,No Failure
896,295.6,306.2,1435,51.6,126,0,No Failure
897,295.5,306.1,1573,35.1,129,0,No Failure
898,295.6,306.2,1612,31.2,131,0,No Failure
899,295.6,306.2,1446,49.9,133,0,No Failure
900,295.6,306.2,1329,55.3,135,0,No Failure
901,295.6,306.2,1569,35.1,140,0,No Failure
902,295.6,306.1,1256,62.3,142,0,No Failure
903,295.6,306.1,1383,48.7,147,0,No Failure
904,295.7,306.2,2270,14.6,149,1,Power Failure
905,295.7,306.2,1458,49.8,151,0,No Failure
906,295.6,306.1,1474,41.2,156,0,No Failure
907,295.6,306.1,1462,49.2,158,0,No Failure
908,295.6,306.1,1669,29,161,0,No Failure
909,295.5,306.1,1822,24.3,164,0,No Failure
910,295.5,306,1456,39.2,167,0,No Failure
911,295.5,306,1546,35.9,169,0,No Failure
912,295.6,306.1,1490,42.7,171,0,No Failure
913,295.6,306,1569,40.4,174,0,No Failure
914,295.5,306,1621,29.5,176,0,No Failure
915,295.4,305.9,1518,40.6,178,0,No Failure
916,295.4,305.8,1526,38.2,181,0,No Failure
917,295.3,305.8,1589,36.2,184,0,No Failure
918,295.3,305.7,1475,51,187,0,No Failure
919,295.3,305.7,1473,38.5,189,0,No Failure
920,295.4,305.8,1407,50.7,192,0,No Failure
921,295.5,305.9,1518,44.1,194,0,No Failure
922,295.5,305.9,1593,37.2,197,0,No Failure
923,295.5,305.9,1380,52.4,202,0,No Failure
924,295.5,306,1423,45.3,205,0,No Failure
925,295.5,306,1800,27.6,208,0,No Failure
926,295.6,306.1,1623,30.9,210,0,No Failure
927,295.6,306.1,1372,55.6,215,1,Overstrain Failure
928,295.6,306,1396,52.4,0,0,No Failure
929,295.6,306,1949,21.9,5,0,No Failure
930,295.6,306,1419,51.1,7,0,No Failure
931,295.5,305.9,1453,47.3,9,0,No Failure
932,295.5,305.9,1542,36.2,12,0,No Failure
933,295.6,306,1363,50,14,0,No Failure
934,295.5,306,1597,37.2,16,0,No Failure
935,295.5,306,1326,50.8,18,0,No Failure
936,295.5,306,1641,36.6,21,0,No Failure
937,295.6,306.1,1418,46.2,24,0,No Failure
938,295.6,306.2,1263,61.8,27,0,No Failure
939,295.6,306.2,1823,25.8,29,0,No Failure
940,295.5,306.1,1488,40.7,31,0,No Failure
941,295.6,306.2,1443,48.9,33,0,No Failure
942,295.6,306.2,1650,28.2,35,0,No Failure
943,295.7,306.3,1462,44.3,37,0,No Failure
944,295.6,306.2,1477,45,40,0,No Failure
945,295.7,306.3,1712,28.5,43,0,No Failure
946,295.7,306.3,1347,50.4,46,0,No Failure
947,295.6,306.2,1287,54.8,49,0,No Failure
948,295.6,306.2,1428,44.5,51,0,No Failure
949,295.6,306.3,1426,45.5,53,0,No Failure
950,295.6,306.3,1636,32.7,56,0,No Failure
951,295.6,306.2,1424,42.5,58,0,No Failure
952,295.6,306.3,1509,35.8,60,0,No Failure
953,295.5,306.2,1448,48.9,65,0,No Failure
954,295.5,306.1,1650,32.8,67,0,No Failure
955,295.6,306.2,1414,42.5,69,0,No Failure
956,295.6,306.3,1911,20.9,74,0,No Failure
957,295.6,306.2,1632,32.2,76,0,No Failure
958,295.7,306.4,1387,40.1,81,0,No Failure
959,295.8,306.4,1399,47.6,84,0,No Failure
960,295.8,306.5,1505,35.2,86,0,No Failure
961,295.8,306.5,1534,37.9,88,0,No Failure
962,295.8,306.5,1493,40.5,90,0,No Failure
963,295.8,306.6,1480,43.2,92,0,No Failure
964,295.8,306.6,1621,31.6,95,0,No Failure
965,295.7,306.5,1737,26.2,97,0,No Failure
966,295.8,306.6,1508,46.5,99,0,No Failure
967,295.8,306.5,1641,32.2,101,0,No Failure
968,295.9,306.6,1532,38.6,104,0,No Failure
969,295.9,306.7,1547,40.9,107,0,No Failure
970,295.9,306.6,1412,41,109,0,No Failure
971,295.8,306.5,1568,35.1,111,0,No Failure
972,295.9,306.6,1557,41.1,113,0,No Failure
973,295.8,306.6,1644,35.2,115,0,No Failure
974,295.9,306.6,1679,30.4,117,0,No Failure
975,296,306.6,1511,35.2,119,0,No Failure
976,296,306.6,1628,36.8,121,0,No Failure
977,296,306.6,1392,51.3,124,0,No Failure
978,296,306.7,1917,21,127,0,No Failure
979,296.2,306.8,1526,42.3,129,0,No Failure
980,296.2,306.8,1389,53.3,132,0,No Failure
981,296.1,306.7,1409,42.8,134,0,No Failure
982,296.2,306.8,1655,31.1,136,0,No Failure
983,296.2,306.9,1516,39.1,138,0,No Failure
984,296.2,306.9,1526,34.9,140,0,No Failure
985,296.3,307.1,1419,48.6,142,0,No Failure
986,296.4,307.2,1748,25.3,144,0,No Failure
987,296.4,307.1,1638,32.5,146,0,No Failure
988,296.3,307.1,1534,33.8,151,0,No Failure
989,296.3,307.1,1774,25.9,154,0,No Failure
990,296.2,307,2119,18.3,159,0,No Failure
991,296.2,307,1414,48.3,162,0,No Failure
992,296.1,307,1523,42,164,0,No Failure
993,296.1,307.1,1651,35.7,167,0,No Failure
994,296.1,307.1,1485,36,169,0,No Failure
995,296.2,307.2,1168,63.4,172,0,No Failure
996,296.3,307.3,1566,35.8,175,0,No Failure
997,296.3,307.2,1286,51.1,177,0,No Failure
998,296.3,307.2,1446,45.9,180,0,No Failure
999,296.4,307.2,2071,19.4,183,0,No Failure
1000,296.3,307.1,1560,33.2,186,0,No Failure
1001,296.3,307.1,1654,29.6,188,0,No Failure
1002,296.3,307.1,1662,32.9,190,0,No Failure
1003,296.3,307.2,1646,35,192,0,No Failure
1004,296.2,307.1,1444,46.7,194,0,No Failure
1005,296.3,307.2,1424,42,196,0,No Failure
1006,296.2,307.2,1382,52,201,0,No Failure
1007,296.2,307.1,1413,53.4,203,0,No Failure
1008,296.2,307.2,1633,31.1,0,0,No Failure
1009,296.2,307.1,1441,41.7,3,0,No Failure
1010,296.2,307.2,1385,44,5,0,No Failure
1011,296.2,307.2,1552,34.8,8,0,No Failure
1012,296.2,307.3,1451,42.8,11,0,No Failure
1013,296.1,307.1,1433,38.5,14,0,No Failure
1014,296.1,307.2,1619,29.7,17,0,No Failure
1015,296.2,307.2,1445,41.8,20,0,No Failure
1016,296.2,307.2,1356,43.6,22,0,No Failure
1017,296.3,307.2,1319,68.3,24,1,Power Failure
1018,296.3,307.2,1637,31.6,27,0,No Failure
1019,296.3,307.2,1291,58.6,29,0,No Failure
1020,296.3,307.3,1398,52.7,31,0,No Failure
1021,296.3,307.3,1372,57.7,33,0,No Failure
1022,296.3,307.2,1454,42.5,35,0,No Failure
1023,296.2,307.2,1515,36.5,38,0,No Failure
1024,296.2,307.3,1881,24.3,40,0,No Failure
1025,296.2,307.3,1711,29.9,42,0,No Failure
1026,296.2,307.3,1475,37,44,0,No Failure
1027,296.4,307.4,1512,36.8,46,0,No Failure
1028,296.3,307.4,1335,50.5,48,0,No Failure
1029,296.3,307.4,1472,39.9,51,0,No Failure
1030,296.2,307.3,1477,35.2,53,0,No Failure
1031,296.3,307.4,1760,28.4,56,0,No Failure
1032,296.4,307.5,1549,36.1,58,0,No Failure
1033,296.3,307.4,1648,34,60,0,No Failure
1034,296.4,307.5,1556,38,62,0,No Failure
1035,296.3,307.4,1958,19.1,67,0,No Failure
1036,296.4,307.4,1403,48.4,70,0,No Failure
1037,296.4,307.5,1684,31.4,72,0,No Failure
1038,296.4,307.5,1596,35.1,75,0,No Failure
1039,296.6,307.6,1498,41.1,80,0,No Failure
1040,296.7,307.7,1524,36.8,82,0,No Failure
